"subject" "activity" "measurement" "mean"
25 "walking" "TimeGravityAccelerationMeanX" 0.937483114459459
25 "walkingDownstairs" "TimeGravityAccelerationMeanX" 0.929627532241379
25 "walkingUpstairs" "TimeGravityAccelerationMeanX" 0.927693239538462
26 "laying" "TimeGravityAccelerationMeanX" -0.621309715263158
26 "sitting" "TimeGravityAccelerationMeanX" 0.782955611794872
26 "standing" "TimeGravityAccelerationMeanX" 0.965460891621622
26 "walking" "TimeGravityAccelerationMeanX" 0.960647754576271
26 "walkingDownstairs" "TimeGravityAccelerationMeanX" 0.9467972718
26 "walkingUpstairs" "TimeGravityAccelerationMeanX" 0.942095257090909
27 "laying" "TimeGravityAccelerationMeanX" -0.530434604864865
27 "sitting" "TimeGravityAccelerationMeanX" 0.839464714
27 "standing" "TimeGravityAccelerationMeanX" 0.965351492
27 "walking" "TimeGravityAccelerationMeanX" 0.944759287368421
27 "walkingDownstairs" "TimeGravityAccelerationMeanX" 0.931380178636364
27 "walkingUpstairs" "TimeGravityAccelerationMeanX" 0.868000278627451
28 "laying" "TimeGravityAccelerationMeanX" -0.490334541875
28 "sitting" "TimeGravityAccelerationMeanX" 0.907331309166667
28 "standing" "TimeGravityAccelerationMeanX" 0.948514848481013
28 "walking" "TimeGravityAccelerationMeanX" 0.942930275555556
28 "walkingDownstairs" "TimeGravityAccelerationMeanX" 0.929291680434783
28 "walkingUpstairs" "TimeGravityAccelerationMeanX" 0.854508231764706
29 "laying" "TimeGravityAccelerationMeanX" -0.346789842753623
29 "sitting" "TimeGravityAccelerationMeanX" 0.891563755166667
29 "standing" "TimeGravityAccelerationMeanX" 0.974508732
29 "walking" "TimeGravityAccelerationMeanX" 0.96237438509434
29 "walkingDownstairs" "TimeGravityAccelerationMeanX" 0.948486215
29 "walkingUpstairs" "TimeGravityAccelerationMeanX" 0.929258953877551
30 "laying" "TimeGravityAccelerationMeanX" -0.344737755285714
30 "sitting" "TimeGravityAccelerationMeanX" 0.825473836935484
30 "standing" "TimeGravityAccelerationMeanX" 0.968556705084746
30 "walking" "TimeGravityAccelerationMeanX" 0.965217551076923
30 "walkingDownstairs" "TimeGravityAccelerationMeanX" 0.958000491451613
30 "walkingUpstairs" "TimeGravityAccelerationMeanX" 0.93182983
1 "laying" "TimeGravityAccelerationMeanY" 0.70554977346
1 "sitting" "TimeGravityAccelerationMeanY" 0.204411592680851
1 "standing" "TimeGravityAccelerationMeanY" -0.272983832264151
1 "walking" "TimeGravityAccelerationMeanY" -0.282165021263158
1 "walkingDownstairs" "TimeGravityAccelerationMeanY" -0.266610338979592
1 "walkingUpstairs" "TimeGravityAccelerationMeanY" -0.362153364339623
2 "laying" "TimeGravityAccelerationMeanY" 0.752536639375
2 "sitting" "TimeGravityAccelerationMeanY" -0.105630024498783
2 "standing" "TimeGravityAccelerationMeanY" -0.370062696851852
2 "walking" "TimeGravityAccelerationMeanY" -0.34660709
2 "walkingDownstairs" "TimeGravityAccelerationMeanY" -0.325780100638298
2 "walkingUpstairs" "TimeGravityAccelerationMeanY" -0.416214890416667
3 "laying" "TimeGravityAccelerationMeanY" 0.837032099677419
3 "sitting" "TimeGravityAccelerationMeanY" 0.127303379245962
3 "standing" "TimeGravityAccelerationMeanY" -0.301735130327869
3 "walking" "TimeGravityAccelerationMeanY" -0.261986357931034
3 "walkingDownstairs" "TimeGravityAccelerationMeanY" -0.228829214285714
3 "walkingUpstairs" "TimeGravityAccelerationMeanY" -0.382851153728814
4 "laying" "TimeGravityAccelerationMeanY" 0.915165104259259
4 "sitting" "TimeGravityAccelerationMeanY" 0.211622539936894
4 "standing" "TimeGravityAccelerationMeanY" -0.0759009061071429
4 "walking" "TimeGravityAccelerationMeanY" -0.0858540265666667
4 "walkingDownstairs" "TimeGravityAccelerationMeanY" -0.0620852772955556
4 "walkingUpstairs" "TimeGravityAccelerationMeanY" -0.232944304615385
5 "laying" "TimeGravityAccelerationMeanY" 0.954890346153846
5 "sitting" "TimeGravityAccelerationMeanY" 0.168445524
5 "standing" "TimeGravityAccelerationMeanY" -0.03871012665
5 "walking" "TimeGravityAccelerationMeanY" -0.100440285303571
5 "walkingDownstairs" "TimeGravityAccelerationMeanY" -0.0607578318319149
5 "walkingUpstairs" "TimeGravityAccelerationMeanY" -0.265942569148936
6 "laying" "TimeGravityAccelerationMeanY" 0.956593814210526
6 "sitting" "TimeGravityAccelerationMeanY" 0.0682628663363636
6 "standing" "TimeGravityAccelerationMeanY" -0.230251036140351
6 "walking" "TimeGravityAccelerationMeanY" -0.214694852280702
6 "walkingDownstairs" "TimeGravityAccelerationMeanY" -0.214046334375
6 "walkingUpstairs" "TimeGravityAccelerationMeanY" -0.340732608823529
7 "laying" "TimeGravityAccelerationMeanY" 0.393444278076923
7 "sitting" "TimeGravityAccelerationMeanY" 0.00608846646041667
7 "standing" "TimeGravityAccelerationMeanY" -0.117607048924528
7 "walking" "TimeGravityAccelerationMeanY" -0.159097003684211
7 "walkingDownstairs" "TimeGravityAccelerationMeanY" -0.12987167306383
7 "walkingUpstairs" "TimeGravityAccelerationMeanY" -0.240950944117647
8 "laying" "TimeGravityAccelerationMeanY" 0.589922434814815
8 "sitting" "TimeGravityAccelerationMeanY" 0.240095117065217
8 "standing" "TimeGravityAccelerationMeanY" -0.0904603488214815
8 "walking" "TimeGravityAccelerationMeanY" -0.217102194583333
8 "walkingDownstairs" "TimeGravityAccelerationMeanY" -0.187610243421053
8 "walkingUpstairs" "TimeGravityAccelerationMeanY" -0.291341491707317
9 "laying" "TimeGravityAccelerationMeanY" -0.1191541962
9 "sitting" "TimeGravityAccelerationMeanY" -0.0414258228938
9 "standing" "TimeGravityAccelerationMeanY" -0.010383816474
9 "walking" "TimeGravityAccelerationMeanY" -0.0314341738730769
9 "walkingDownstairs" "TimeGravityAccelerationMeanY" -0.0352304645104762
9 "walkingUpstairs" "TimeGravityAccelerationMeanY" -0.0377947824285714
10 "laying" "TimeGravityAccelerationMeanY" -0.139297681034483
10 "sitting" "TimeGravityAccelerationMeanY" -0.041260775
10 "standing" "TimeGravityAccelerationMeanY" -0.0431597830454545
10 "walking" "TimeGravityAccelerationMeanY" -0.0838277013962264
10 "walkingDownstairs" "TimeGravityAccelerationMeanY" -0.0646160768947368
10 "walkingUpstairs" "TimeGravityAccelerationMeanY" -0.0565670278723404
11 "laying" "TimeGravityAccelerationMeanY" 0.943017941403509
11 "sitting" "TimeGravityAccelerationMeanY" 0.213716305739623
11 "standing" "TimeGravityAccelerationMeanY" -0.173082704680851
11 "walking" "TimeGravityAccelerationMeanY" -0.212045870169492
11 "walkingDownstairs" "TimeGravityAccelerationMeanY" -0.200321942608696
11 "walkingUpstairs" "TimeGravityAccelerationMeanY" -0.343576924814815
12 "laying" "TimeGravityAccelerationMeanY" 0.8033788345
12 "sitting" "TimeGravityAccelerationMeanY" 0.0830509010823529
12 "standing" "TimeGravityAccelerationMeanY" -0.21886535557377
12 "walking" "TimeGravityAccelerationMeanY" -0.1559834498
12 "walkingDownstairs" "TimeGravityAccelerationMeanY" -0.178702175434783
12 "walkingUpstairs" "TimeGravityAccelerationMeanY" -0.259144202692308
13 "laying" "TimeGravityAccelerationMeanY" 0.656400944354839
13 "sitting" "TimeGravityAccelerationMeanY" 0.101769752489796
13 "standing" "TimeGravityAccelerationMeanY" -0.239943146315789
13 "walking" "TimeGravityAccelerationMeanY" -0.283658580877193
13 "walkingDownstairs" "TimeGravityAccelerationMeanY" -0.211555112553191
13 "walkingUpstairs" "TimeGravityAccelerationMeanY" -0.357404501636364
14 "laying" "TimeGravityAccelerationMeanY" 0.48539692745098
14 "sitting" "TimeGravityAccelerationMeanY" -0.0364533962277778
14 "standing" "TimeGravityAccelerationMeanY" -0.226692231166667
14 "walking" "TimeGravityAccelerationMeanY" -0.270314822881356
14 "walkingDownstairs" "TimeGravityAccelerationMeanY" -0.264254674666667
14 "walkingUpstairs" "TimeGravityAccelerationMeanY" -0.322680364814815
15 "laying" "TimeGravityAccelerationMeanY" 0.899242553055556
15 "sitting" "TimeGravityAccelerationMeanY" 0.210849305016949
15 "standing" "TimeGravityAccelerationMeanY" -0.164713175490566
15 "walking" "TimeGravityAccelerationMeanY" -0.233918282592593
15 "walkingDownstairs" "TimeGravityAccelerationMeanY" -0.167462317142857
15 "walkingUpstairs" "TimeGravityAccelerationMeanY" -0.3149610125
16 "laying" "TimeGravityAccelerationMeanY" -0.0199270225714286
16 "sitting" "TimeGravityAccelerationMeanY" -0.086588253942029
16 "standing" "TimeGravityAccelerationMeanY" -0.0578867045
16 "walking" "TimeGravityAccelerationMeanY" -0.0668246472745098
16 "walkingDownstairs" "TimeGravityAccelerationMeanY" -0.0584832676382979
16 "walkingUpstairs" "TimeGravityAccelerationMeanY" -0.0805926025490196
17 "laying" "TimeGravityAccelerationMeanY" 0.658792072253521
17 "sitting" "TimeGravityAccelerationMeanY" -0.002814673171875
17 "standing" "TimeGravityAccelerationMeanY" -0.257486817948718
17 "walking" "TimeGravityAccelerationMeanY" -0.179927382704918
17 "walkingDownstairs" "TimeGravityAccelerationMeanY" -0.151077057652174
17 "walkingUpstairs" "TimeGravityAccelerationMeanY" -0.284153753333333
18 "laying" "TimeGravityAccelerationMeanY" 0.719755403692308
18 "sitting" "TimeGravityAccelerationMeanY" 0.12988647622807
18 "standing" "TimeGravityAccelerationMeanY" -0.204206320958904
18 "walking" "TimeGravityAccelerationMeanY" -0.254317085892857
18 "walkingDownstairs" "TimeGravityAccelerationMeanY" -0.225809125454545
18 "walkingUpstairs" "TimeGravityAccelerationMeanY" -0.316619946206897
19 "laying" "TimeGravityAccelerationMeanY" 0.725646622771084
19 "sitting" "TimeGravityAccelerationMeanY" 0.360343534657534
19 "standing" "TimeGravityAccelerationMeanY" -0.223897807808219
19 "walking" "TimeGravityAccelerationMeanY" -0.2233381
19 "walkingDownstairs" "TimeGravityAccelerationMeanY" -0.215018042307692
19 "walkingUpstairs" "TimeGravityAccelerationMeanY" -0.3871007085
20 "laying" "TimeGravityAccelerationMeanY" 0.864882956617647
20 "sitting" "TimeGravityAccelerationMeanY" 0.0733385412878788
20 "standing" "TimeGravityAccelerationMeanY" -0.305938716712329
20 "walking" "TimeGravityAccelerationMeanY" -0.344443913137255
20 "walkingDownstairs" "TimeGravityAccelerationMeanY" -0.277419718666667
20 "walkingUpstairs" "TimeGravityAccelerationMeanY" -0.479894842941176
21 "laying" "TimeGravityAccelerationMeanY" 0.599992678
21 "sitting" "TimeGravityAccelerationMeanY" 0.0215206708823529
21 "standing" "TimeGravityAccelerationMeanY" -0.346155558876404
21 "walking" "TimeGravityAccelerationMeanY" -0.370984549423077
21 "walkingDownstairs" "TimeGravityAccelerationMeanY" -0.356673289555556
21 "walkingUpstairs" "TimeGravityAccelerationMeanY" -0.432309617446809
22 "laying" "TimeGravityAccelerationMeanY" 0.632484075694444
22 "sitting" "TimeGravityAccelerationMeanY" 0.208553884
22 "standing" "TimeGravityAccelerationMeanY" -0.226418773650794
22 "walking" "TimeGravityAccelerationMeanY" -0.259644937173913
22 "walkingDownstairs" "TimeGravityAccelerationMeanY" -0.222215179444444
22 "walkingUpstairs" "TimeGravityAccelerationMeanY" -0.33682691
23 "laying" "TimeGravityAccelerationMeanY" 0.438434067361111
23 "sitting" "TimeGravityAccelerationMeanY" 0.1217510625
23 "standing" "TimeGravityAccelerationMeanY" -0.117401359697059
23 "walking" "TimeGravityAccelerationMeanY" -0.16176137
23 "walkingDownstairs" "TimeGravityAccelerationMeanY" -0.110028841648148
23 "walkingUpstairs" "TimeGravityAccelerationMeanY" -0.214481808235294
24 "laying" "TimeGravityAccelerationMeanY" 0.738430699305556
24 "sitting" "TimeGravityAccelerationMeanY" 0.182254651955882
24 "standing" "TimeGravityAccelerationMeanY" -0.145201300942029
24 "walking" "TimeGravityAccelerationMeanY" -0.115116241810345
24 "walkingDownstairs" "TimeGravityAccelerationMeanY" -0.128326710927273
24 "walkingUpstairs" "TimeGravityAccelerationMeanY" -0.237498409152542
25 "laying" "TimeGravityAccelerationMeanY" 0.620658919917808
25 "sitting" "TimeGravityAccelerationMeanY" 0.208287142261538
25 "standing" "TimeGravityAccelerationMeanY" -0.159316786486486
25 "walking" "TimeGravityAccelerationMeanY" -0.127315870743243
25 "walkingDownstairs" "TimeGravityAccelerationMeanY" -0.0724270175862069
25 "walkingUpstairs" "TimeGravityAccelerationMeanY" -0.217641282461538
26 "laying" "TimeGravityAccelerationMeanY" 0.803015011578947
26 "sitting" "TimeGravityAccelerationMeanY" 0.223105562025641
26 "standing" "TimeGravityAccelerationMeanY" -0.140315421824324
26 "walking" "TimeGravityAccelerationMeanY" -0.133922185084746
26 "walkingDownstairs" "TimeGravityAccelerationMeanY" -0.0799003729
26 "walkingUpstairs" "TimeGravityAccelerationMeanY" -0.246169656181818
27 "laying" "TimeGravityAccelerationMeanY" 0.567879494054054
27 "sitting" "TimeGravityAccelerationMeanY" 0.212947021371429
27 "standing" "TimeGravityAccelerationMeanY" -0.188504847375
27 "walking" "TimeGravityAccelerationMeanY" -0.187497034561404
27 "walkingDownstairs" "TimeGravityAccelerationMeanY" -0.166938774772727
27 "walkingUpstairs" "TimeGravityAccelerationMeanY" -0.229278659607843
28 "laying" "TimeGravityAccelerationMeanY" 0.1440732745
28 "sitting" "TimeGravityAccelerationMeanY" -0.112596728361111
28 "standing" "TimeGravityAccelerationMeanY" -0.247656166582278
28 "walking" "TimeGravityAccelerationMeanY" -0.229316151481481
28 "walkingDownstairs" "TimeGravityAccelerationMeanY" -0.235897105217391
28 "walkingUpstairs" "TimeGravityAccelerationMeanY" -0.333223996666667
29 "laying" "TimeGravityAccelerationMeanY" 0.807535373478261
29 "sitting" "TimeGravityAccelerationMeanY" 0.1556594569
29 "standing" "TimeGravityAccelerationMeanY" -0.05848715356
29 "walking" "TimeGravityAccelerationMeanY" -0.127318078679245
29 "walkingDownstairs" "TimeGravityAccelerationMeanY" -0.0760962952291667
29 "walkingUpstairs" "TimeGravityAccelerationMeanY" -0.227120125306122
30 "laying" "TimeGravityAccelerationMeanY" 0.732661247714286
30 "sitting" "TimeGravityAccelerationMeanY" 0.114588392624871
30 "standing" "TimeGravityAccelerationMeanY" -0.100296804186441
30 "walking" "TimeGravityAccelerationMeanY" -0.157673823846154
30 "walkingDownstairs" "TimeGravityAccelerationMeanY" -0.126710371903226
30 "walkingUpstairs" "TimeGravityAccelerationMeanY" -0.226647292153846
1 "laying" "TimeGravityAccelerationMeanZ" 0.4458177198
1 "sitting" "TimeGravityAccelerationMeanZ" 0.332043702765957
1 "standing" "TimeGravityAccelerationMeanZ" 0.0134905823226415
1 "walking" "TimeGravityAccelerationMeanZ" -0.068102864
1 "walkingDownstairs" "TimeGravityAccelerationMeanZ" -0.0621199585938775
1 "walkingUpstairs" "TimeGravityAccelerationMeanZ" -0.075402939754717
2 "laying" "TimeGravityAccelerationMeanZ" 0.646834879583333
2 "sitting" "TimeGravityAccelerationMeanZ" 0.19872676876087
2 "standing" "TimeGravityAccelerationMeanZ" 0.129747161222222
2 "walking" "TimeGravityAccelerationMeanZ" 0.0847270871186441
2 "walkingDownstairs" "TimeGravityAccelerationMeanZ" -0.0438890162723404
2 "walkingUpstairs" "TimeGravityAccelerationMeanZ" -0.195888238891667
3 "laying" "TimeGravityAccelerationMeanZ" 0.48870318516129
3 "sitting" "TimeGravityAccelerationMeanZ" 0.139020582461538
3 "standing" "TimeGravityAccelerationMeanZ" 0.024763106752459
3 "walking" "TimeGravityAccelerationMeanZ" -0.138107866258621
3 "walkingDownstairs" "TimeGravityAccelerationMeanZ" -0.102352758040816
3 "walkingUpstairs" "TimeGravityAccelerationMeanZ" -0.162943955254237
4 "laying" "TimeGravityAccelerationMeanZ" 0.341531310555556
4 "sitting" "TimeGravityAccelerationMeanZ" 0.11012048108
4 "standing" "TimeGravityAccelerationMeanZ" 0.166893825946429
4 "walking" "TimeGravityAccelerationMeanZ" 0.127764112666667
4 "walkingDownstairs" "TimeGravityAccelerationMeanZ" 0.148714808888889
4 "walkingUpstairs" "TimeGravityAccelerationMeanZ" 0.0841675382884615
5 "laying" "TimeGravityAccelerationMeanZ" 0.263644691923077
5 "sitting" "TimeGravityAccelerationMeanZ" 0.143006857611364
5 "standing" "TimeGravityAccelerationMeanZ" 0.138638436607143
5 "walking" "TimeGravityAccelerationMeanZ" 0.00247623628392857
5 "walkingDownstairs" "TimeGravityAccelerationMeanZ" 0.0216777910246191
5 "walkingUpstairs" "TimeGravityAccelerationMeanZ" -0.0232035364248936
6 "laying" "TimeGravityAccelerationMeanZ" 0.175867709021053
6 "sitting" "TimeGravityAccelerationMeanZ" 0.0695219657167273
6 "standing" "TimeGravityAccelerationMeanZ" 0.0139193473596491
6 "walking" "TimeGravityAccelerationMeanZ" 0.0331888826842105
6 "walkingDownstairs" "TimeGravityAccelerationMeanZ" -0.00307981704708333
6 "walkingUpstairs" "TimeGravityAccelerationMeanZ" -0.0184608964392157
7 "laying" "TimeGravityAccelerationMeanZ" 0.907537823461538
7 "sitting" "TimeGravityAccelerationMeanZ" 0.0649636250354167
7 "standing" "TimeGravityAccelerationMeanZ" -0.0516573721320755
7 "walking" "TimeGravityAccelerationMeanZ" -0.160846924029807
7 "walkingDownstairs" "TimeGravityAccelerationMeanZ" -0.154935538544681
7 "walkingUpstairs" "TimeGravityAccelerationMeanZ" -0.403599709607843
8 "laying" "TimeGravityAccelerationMeanZ" 0.719831539259259
8 "sitting" "TimeGravityAccelerationMeanZ" 0.263895185521739
8 "standing" "TimeGravityAccelerationMeanZ" -0.0979392024814815
8 "walking" "TimeGravityAccelerationMeanZ" -0.186267836962021
8 "walkingDownstairs" "TimeGravityAccelerationMeanZ" -0.141817934963684
8 "walkingUpstairs" "TimeGravityAccelerationMeanZ" -0.192306960631707
9 "laying" "TimeGravityAccelerationMeanZ" 0.9578730416
9 "sitting" "TimeGravityAccelerationMeanZ" 0.085263099144
9 "standing" "TimeGravityAccelerationMeanZ" 0.00914769235555555
9 "walking" "TimeGravityAccelerationMeanZ" -0.115856121080385
9 "walkingDownstairs" "TimeGravityAccelerationMeanZ" -0.082276174942619
9 "walkingUpstairs" "TimeGravityAccelerationMeanZ" -0.266009866857143
10 "laying" "TimeGravityAccelerationMeanZ" -0.031121624137931
10 "sitting" "TimeGravityAccelerationMeanZ" 0.20253457287037
10 "standing" "TimeGravityAccelerationMeanZ" 0.0346980210431818
10 "walking" "TimeGravityAccelerationMeanZ" 0.0549276242264151
10 "walkingDownstairs" "TimeGravityAccelerationMeanZ" 0.0418715409263158
10 "walkingUpstairs" "TimeGravityAccelerationMeanZ" 0.0227527702016383
11 "laying" "TimeGravityAccelerationMeanZ" 0.112620189964912
11 "sitting" "TimeGravityAccelerationMeanZ" 0.188531695981132
11 "standing" "TimeGravityAccelerationMeanZ" 0.127198423404255
11 "walking" "TimeGravityAccelerationMeanZ" 0.134053215101695
11 "walkingDownstairs" "TimeGravityAccelerationMeanZ" 0.132371684891304
11 "walkingUpstairs" "TimeGravityAccelerationMeanZ" 0.146633747092593
12 "laying" "TimeGravityAccelerationMeanZ" 0.2750431984
12 "sitting" "TimeGravityAccelerationMeanZ" 0.0885640696078431
12 "standing" "TimeGravityAccelerationMeanZ" -0.0395382767304918
12 "walking" "TimeGravityAccelerationMeanZ" -0.03608428788
12 "walkingDownstairs" "TimeGravityAccelerationMeanZ" -0.0561050624630435
12 "walkingUpstairs" "TimeGravityAccelerationMeanZ" -0.0702503820961538
13 "laying" "TimeGravityAccelerationMeanZ" 0.598884988709677
13 "sitting" "TimeGravityAccelerationMeanZ" 0.0757773858163265
13 "standing" "TimeGravityAccelerationMeanZ" -0.0524856614035088
13 "walking" "TimeGravityAccelerationMeanZ" -0.131299718666667
13 "walkingDownstairs" "TimeGravityAccelerationMeanZ" -0.0950820341687234
13 "walkingUpstairs" "TimeGravityAccelerationMeanZ" -0.207507170584727
14 "laying" "TimeGravityAccelerationMeanZ" 0.83656291
14 "sitting" "TimeGravityAccelerationMeanZ" -0.0945970534814815
14 "standing" "TimeGravityAccelerationMeanZ" -0.338174888666667
14 "walking" "TimeGravityAccelerationMeanZ" -0.422495268474576
14 "walkingDownstairs" "TimeGravityAccelerationMeanZ" -0.392555882222222
14 "walkingUpstairs" "TimeGravityAccelerationMeanZ" -0.49508872037037
15 "laying" "TimeGravityAccelerationMeanZ" -0.0369192905555556
15 "sitting" "TimeGravityAccelerationMeanZ" 0.00281565980440678
15 "standing" "TimeGravityAccelerationMeanZ" 0.0645975994528302
15 "walking" "TimeGravityAccelerationMeanZ" 0.0757356734814815
15 "walkingDownstairs" "TimeGravityAccelerationMeanZ" 0.0788822410992857
15 "walkingUpstairs" "TimeGravityAccelerationMeanZ" 0.0811803405
16 "laying" "TimeGravityAccelerationMeanZ" 0.893884468571429
16 "sitting" "TimeGravityAccelerationMeanZ" 0.0892682200463768
16 "standing" "TimeGravityAccelerationMeanZ" -0.166737468166667
16 "walking" "TimeGravityAccelerationMeanZ" -0.217351194313725
16 "walkingDownstairs" "TimeGravityAccelerationMeanZ" -0.225382496382979
16 "walkingUpstairs" "TimeGravityAccelerationMeanZ" -0.379059698039216
17 "laying" "TimeGravityAccelerationMeanZ" 0.722657502112676
17 "sitting" "TimeGravityAccelerationMeanZ" -0.135803881679687
17 "standing" "TimeGravityAccelerationMeanZ" -0.202687757012821
17 "walking" "TimeGravityAccelerationMeanZ" -0.190265949622951
17 "walkingDownstairs" "TimeGravityAccelerationMeanZ" -0.160962985956522
17 "walkingUpstairs" "TimeGravityAccelerationMeanZ" -0.298171464166667
18 "laying" "TimeGravityAccelerationMeanZ" 0.605495317692308
18 "sitting" "TimeGravityAccelerationMeanZ" 0.161877417894737
18 "standing" "TimeGravityAccelerationMeanZ" -0.0485767106575342
18 "walking" "TimeGravityAccelerationMeanZ" -0.0609313415892857
18 "walkingDownstairs" "TimeGravityAccelerationMeanZ" -0.0493636733454545
18 "walkingUpstairs" "TimeGravityAccelerationMeanZ" -0.106112549189655
19 "laying" "TimeGravityAccelerationMeanZ" 0.68762385253012
19 "sitting" "TimeGravityAccelerationMeanZ" 0.489126594657534
19 "standing" "TimeGravityAccelerationMeanZ" 0.130643717849315
19 "walking" "TimeGravityAccelerationMeanZ" -0.0898428797307692
19 "walkingDownstairs" "TimeGravityAccelerationMeanZ" -0.126146868942821
19 "walkingUpstairs" "TimeGravityAccelerationMeanZ" -0.2210087627
20 "laying" "TimeGravityAccelerationMeanZ" 0.477573305
20 "sitting" "TimeGravityAccelerationMeanZ" 0.151679135228788
20 "standing" "TimeGravityAccelerationMeanZ" 0.0708655286023288
20 "walking" "TimeGravityAccelerationMeanZ" -0.035130214
20 "walkingDownstairs" "TimeGravityAccelerationMeanZ" -0.0282591579777778
20 "walkingUpstairs" "TimeGravityAccelerationMeanZ" -0.130117634791765
21 "laying" "TimeGravityAccelerationMeanZ" 0.788251027111111
21 "sitting" "TimeGravityAccelerationMeanZ" -0.0567766060705882
21 "standing" "TimeGravityAccelerationMeanZ" -0.207685689775281
21 "walking" "TimeGravityAccelerationMeanZ" -0.220947960192308
21 "walkingDownstairs" "TimeGravityAccelerationMeanZ" -0.187870253333333
21 "walkingUpstairs" "TimeGravityAccelerationMeanZ" -0.309735038510638
22 "laying" "TimeGravityAccelerationMeanZ" 0.771903907083333
22 "sitting" "TimeGravityAccelerationMeanZ" 0.315551492322581
22 "standing" "TimeGravityAccelerationMeanZ" 0.0323824977714286
22 "walking" "TimeGravityAccelerationMeanZ" 0.0233780056086957
22 "walkingDownstairs" "TimeGravityAccelerationMeanZ" 0.0412987957222222
22 "walkingUpstairs" "TimeGravityAccelerationMeanZ" -0.0957978990316667
23 "laying" "TimeGravityAccelerationMeanZ" 0.918782825277778
23 "sitting" "TimeGravityAccelerationMeanZ" 0.0630111556279412
23 "standing" "TimeGravityAccelerationMeanZ" -0.223631180906765
23 "walking" "TimeGravityAccelerationMeanZ" -0.160763360338983
23 "walkingDownstairs" "TimeGravityAccelerationMeanZ" -0.153671532259259
23 "walkingUpstairs" "TimeGravityAccelerationMeanZ" -0.35593445
24 "laying" "TimeGravityAccelerationMeanZ" 0.683839909722222
24 "sitting" "TimeGravityAccelerationMeanZ" 0.109559621020588
24 "standing" "TimeGravityAccelerationMeanZ" -0.0530585403536232
24 "walking" "TimeGravityAccelerationMeanZ" -0.140910029827586
24 "walkingDownstairs" "TimeGravityAccelerationMeanZ" -0.140123155018182
24 "walkingUpstairs" "TimeGravityAccelerationMeanZ" -0.227134869152542
25 "laying" "TimeGravityAccelerationMeanZ" 0.526353818315068
25 "sitting" "TimeGravityAccelerationMeanZ" 0.167140956385077
25 "standing" "TimeGravityAccelerationMeanZ" 0.201182106486486
25 "walking" "TimeGravityAccelerationMeanZ" 0.188416273486486
25 "walkingDownstairs" "TimeGravityAccelerationMeanZ" 0.21879595837931
25 "walkingUpstairs" "TimeGravityAccelerationMeanZ" 0.108230986684615
26 "laying" "TimeGravityAccelerationMeanZ" 0.614523405921053
26 "sitting" "TimeGravityAccelerationMeanZ" 0.314387627435897
26 "standing" "TimeGravityAccelerationMeanZ" 0.0884142682297297
26 "walking" "TimeGravityAccelerationMeanZ" 0.108738699508475
26 "walkingDownstairs" "TimeGravityAccelerationMeanZ" 0.1539063202
26 "walkingUpstairs" "TimeGravityAccelerationMeanZ" -0.00199310572363636
27 "laying" "TimeGravityAccelerationMeanZ" 0.84539238027027
27 "sitting" "TimeGravityAccelerationMeanZ" 0.276417431042857
27 "standing" "TimeGravityAccelerationMeanZ" -0.00557416876082625
27 "walking" "TimeGravityAccelerationMeanZ" -0.126210937305263
27 "walkingDownstairs" "TimeGravityAccelerationMeanZ" -0.140047614122727
27 "walkingUpstairs" "TimeGravityAccelerationMeanZ" -0.294642640196078
28 "laying" "TimeGravityAccelerationMeanZ" 0.0157570025
28 "sitting" "TimeGravityAccelerationMeanZ" 0.135402566816667
28 "standing" "TimeGravityAccelerationMeanZ" -0.0385830501632911
28 "walking" "TimeGravityAccelerationMeanZ" -0.125912861222222
28 "walkingDownstairs" "TimeGravityAccelerationMeanZ" -0.121477255782609
28 "walkingUpstairs" "TimeGravityAccelerationMeanZ" -0.265207858431373
29 "laying" "TimeGravityAccelerationMeanZ" 0.590452224057971
29 "sitting" "TimeGravityAccelerationMeanZ" 0.286256063666667
29 "standing" "TimeGravityAccelerationMeanZ" 0.0316145849747692
29 "walking" "TimeGravityAccelerationMeanZ" 0.0955792142264151
29 "walkingDownstairs" "TimeGravityAccelerationMeanZ" 0.0919650454166667
29 "walkingUpstairs" "TimeGravityAccelerationMeanZ" 0.0443786011771429
30 "laying" "TimeGravityAccelerationMeanZ" 0.681459210714286
30 "sitting" "TimeGravityAccelerationMeanZ" 0.34476602
30 "standing" "TimeGravityAccelerationMeanZ" 0.0243044362542373
30 "walking" "TimeGravityAccelerationMeanZ" -0.00392556384476923
30 "walkingDownstairs" "TimeGravityAccelerationMeanZ" 0.0288081674653226
30 "walkingUpstairs" "TimeGravityAccelerationMeanZ" -0.0221401100714154
1 "laying" "TimeGravityAccelerationStdX" -0.8968300184
1 "sitting" "TimeGravityAccelerationStdX" -0.968457145744681
1 "standing" "TimeGravityAccelerationStdX" -0.99376298509434
1 "walking" "TimeGravityAccelerationStdX" -0.976609642526316
1 "walkingDownstairs" "TimeGravityAccelerationStdX" -0.950559811632653
1 "walkingUpstairs" "TimeGravityAccelerationStdX" -0.956367027924528
2 "laying" "TimeGravityAccelerationStdX" -0.959014441458333
2 "sitting" "TimeGravityAccelerationStdX" -0.979988760869565
2 "standing" "TimeGravityAccelerationStdX" -0.986685818703704
2 "walking" "TimeGravityAccelerationStdX" -0.972693201355932
